,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,squadName
27,2022-02-13,15:00,Serie A,Matchweek 25,Sun,Away,D,1.0,1.0,Empoli,1.0,1.0,55.0,4787.0,João Pedro,3-5-2,Federico Dionisi,Match Report,,Cagliari
28,2022-02-21,19:00,Serie A,Matchweek 26,Mon,Home,D,1.0,1.0,Napoli,1.8,0.9,46.0,12063.0,João Pedro,3-5-2,Maurizio Mariani,Match Report,,Cagliari
29,2022-02-27,12:35,Serie A,Matchweek 27,Sun,Away,W,2.0,1.0,Torino,1.9,0.8,43.0,10231.0,João Pedro,3-5-2,Manuel Volpi,Match Report,,Cagliari
30,2022-03-05,20:45,Serie A,Matchweek 28,Sat,Home,L,0.0,3.0,Lazio,0.6,2.6,45.0,10873.0,João Pedro,3-4-1-2,Fabio Maresca,Match Report,,Cagliari
31,2022-03-12,15:00,Serie A,Matchweek 29,Sat,Away,L,0.0,2.0,Spezia,0.5,2.3,57.0,7180.0,João Pedro,3-4-1-2,Daniele Orsato,Match Report,,Cagliari
32,2022-03-19,20:45,Serie A,Matchweek 30,Sat,Home,L,0.0,1.0,Milan,1.1,2.4,43.0,12309.0,João Pedro,3-5-2,Marco Di Bello,Match Report,,Cagliari
33,2022-04-03,15:00,Serie A,Matchweek 31,Sun,Away,L,1.0,5.0,Udinese,0.4,3.5,49.0,,João Pedro,3-5-1-1,Rosario Abisso,Match Report,,Cagliari
34,2022-04-09,20:45,Serie A,Matchweek 32,Sat,Home,L,1.0,2.0,Juventus,0.1,1.5,41.0,,João Pedro,3-5-2,Daniele Chiffi,Match Report,,Cagliari
35,2022-04-16,12:30,Serie A,Matchweek 33,Sat,Home,W,1.0,0.0,Sassuolo,1.6,0.4,37.0,,João Pedro,3-5-2,Davide Massa,Match Report,,Cagliari
36,2022-04-24,18:00,Serie A,Matchweek 34,Sun,Away,,,,Genoa,,,,,,,,Head-to-Head,,Cagliari
37,2022-05-01,,Serie A,Matchweek 35,Sun,Home,,,,Hellas Verona,,,,,,,,Head-to-Head,,Cagliari
38,2022-05-08,,Serie A,Matchweek 36,Sun,Away,,,,Salernitana,,,,,,,,Head-to-Head,,Cagliari
39,2022-05-15,,Serie A,Matchweek 37,Sun,Home,,,,Inter,,,,,,,,Head-to-Head,,Cagliari
40,2022-05-22,,Serie A,Matchweek 38,Sun,Away,,,,Venezia,,,,,,,,Head-to-Head,,Cagliari
1,2021-08-22,18:30,Serie A,Matchweek 1,Sun,Away,L,2.0,3.0,Bologna,1.6,1.5,28.0,8375.0,Milan Đurić,3-5-2,Antonio Rapuano,Match Report,,Salernitana
2,2021-08-29,20:45,Serie A,Matchweek 2,Sun,Home,L,0.0,4.0,Roma,0.3,1.9,23.0,12500.0,Francesco Di Tacchio,3-4-3,Rosario Abisso,Match Report,,Salernitana
3,2021-09-12,15:00,Serie A,Matchweek 3,Sun,Away,L,0.0,4.0,Torino,0.2,1.9,40.0,9082.0,Francesco Di Tacchio,3-5-2,Gianluca Aureliano,Match Report,,Salernitana
4,2021-09-18,20:45,Serie A,Matchweek 4,Sat,Home,L,0.0,1.0,Atalanta,0.9,1.4,43.0,11949.0,Milan Đurić,3-4-1-2,Paolo Valeri,Match Report,,Salernitana
5,2021-09-22,18:30,Serie A,Matchweek 5,Wed,Home,D,2.0,2.0,Hellas Verona,2.7,1.7,50.0,9561.0,Norbert Gyömbér,3-4-1-2,Massimiliano Irrati,Match Report,,Salernitana
6,2021-09-26,15:00,Serie A,Matchweek 6,Sun,Away,L,0.0,1.0,Sassuolo,0.9,1.3,43.0,5177.0,Francesco Di Tacchio,4-4-2◆,Antonio Giua,Match Report,,Salernitana
7,2021-10-02,15:00,Serie A,Matchweek 7,Sat,Home,W,1.0,0.0,Genoa,0.5,1.9,50.0,10077.0,Norbert Gyömbér,4-4-2◆,Maurizio Mariani,Match Report,,Salernitana
8,2021-10-16,15:00,Serie A,Matchweek 8,Sat,Away,L,1.0,2.0,Spezia,1.7,1.6,41.0,6023.0,Francesco Di Tacchio,4-4-2◆,Davide Massa,Match Report,,Salernitana
9,2021-10-23,15:00,Serie A,Matchweek 9,Sat,Home,L,2.0,4.0,Empoli,1.0,2.2,59.0,11142.0,Francesco Di Tacchio,3-4-1-2,Daniele Doveri,Match Report,,Salernitana
10,2021-10-26,18:30,Serie A,Matchweek 10,Tue,Away,W,2.0,1.0,Venezia,1.3,0.5,55.0,5103.0,Franck Ribéry,4-3-3,Marco Di Bello,Match Report,,Salernitana
11,2021-10-31,18:00,Serie A,Matchweek 11,Sun,Home,L,0.0,1.0,Napoli,0.7,1.4,38.0,17043.0,Franck Ribéry,4-4-2◆,Michael Fabbri,Match Report,,Salernitana
12,2021-11-07,18:00,Serie A,Matchweek 12,Sun,Away,L,0.0,3.0,Lazio,0.5,2.1,40.0,25000.0,Franck Ribéry,4-4-2◆,Antonio Rapuano,Match Report,,Salernitana
13,2021-11-21,15:00,Serie A,Matchweek 13,Sun,Home,L,0.0,2.0,Sampdoria,1.3,0.9,55.0,11849.0,Franck Ribéry,4-4-2◆,Piero Giacomelli,Match Report,,Salernitana
14,2021-11-26,20:45,Serie A,Matchweek 14,Fri,Away,D,1.0,1.0,Cagliari,0.4,1.6,43.0,9700.0,Francesco Di Tacchio,4-4-2,Daniele Doveri,Match Report,,Salernitana
15,2021-11-30,20:45,Serie A,Matchweek 15,Tue,Home,L,0.0,2.0,Juventus,0.3,2.2,27.0,19500.0,Leonardo Capezzi,3-5-2,Francesco Fourneau,Match Report,,Salernitana
16,2021-12-04,15:00,Serie A,Matchweek 16,Sat,Away,L,0.0,2.0,Milan,0.3,2.9,30.0,43609.0,Franck Ribéry,4-4-1-1,Antonio Giua,Match Report,,Salernitana
17,2021-12-11,15:00,Serie A,Matchweek 17,Sat,Away,L,0.0,4.0,Fiorentina,1.0,2.2,30.0,18579.0,Franck Ribéry,4-4-1-1,Davide Ghersini,Match Report,,Salernitana
19,2021-12-17,20:45,Serie A,Matchweek 18,Fri,Home,L,0.0,5.0,Inter,0.7,3.1,35.0,18000.0,Franck Ribéry,3-5-2,Maurizio Mariani,Match Report,,Salernitana
20,2022-01-09,20:45,Serie A,Matchweek 21,Sun,Away,W,2.0,1.0,Hellas Verona,1.1,1.4,30.0,3106.0,Francesco Di Tacchio,3-5-2,Federico Dionisi,Match Report,,Salernitana
21,2022-01-15,18:00,Serie A,Matchweek 22,Sat,Home,L,0.0,3.0,Lazio,0.3,1.6,27.0,2559.0,Francesco Di Tacchio,3-5-2,Rosario Abisso,Match Report,,Salernitana
22,2022-01-23,15:00,Serie A,Matchweek 23,Sun,Away,L,1.0,4.0,Napoli,0.2,4.1,19.0,3000.0,Francesco Di Tacchio,4-5-1,Luca Pairetto,Match Report,,Salernitana
23,2022-02-07,20:45,Serie A,Matchweek 24,Mon,Home,D,2.0,2.0,Spezia,0.4,1.9,56.0,10668.0,Franck Ribéry,4-3-3,Paolo Valeri,Match Report,,Salernitana
24,2022-02-13,15:00,Serie A,Matchweek 25,Sun,Away,D,1.0,1.0,Genoa,0.8,2.2,51.0,13742.0,Milan Đurić,4-3-2-1,Marco Di Bello,Match Report,,Salernitana
25,2022-02-19,20:45,Serie A,Matchweek 26,Sat,Home,D,2.0,2.0,Milan,1.4,1.3,40.0,18449.0,Franck Ribéry,4-2-3-1,Michael Fabbri,Match Report,,Salernitana
26,2022-02-26,15:00,Serie A,Matchweek 27,Sat,Home,D,1.0,1.0,Bologna,1.4,0.4,56.0,13289.0,Franck Ribéry,4-2-3-1,Giovanni Ayroldi,Match Report,,Salernitana
27,2022-03-04,20:45,Serie A,Matchweek 28,Fri,Away,L,0.0,5.0,Inter,0.8,3.9,40.0,46287.0,Milan Đurić,4-2-3-1,Livio Marinelli,Match Report,,Salernitana
28,2022-03-12,15:00,Serie A,Matchweek 29,Sat,Home,D,2.0,2.0,Sassuolo,1.5,1.8,47.0,10249.0,Milan Đurić,4-2-3-1,Luca Massimi,Match Report,,Salernitana
29,2022-03-20,15:00,Serie A,Matchweek 30,Sun,Away,L,0.0,2.0,Juventus,0.5,1.5,44.0,29186.0,Milan Đurić,4-2-3-1,Giovanni Ayroldi,Match Report,,Salernitana
30,2022-04-02,20:45,Serie A,Matchweek 31,Sat,Home,L,0.0,1.0,Torino,0.8,1.6,53.0,,Milan Đurić,3-4-3,Marco Piccinini,Match Report,,Salernitana
31,2022-04-10,18:00,Serie A,Matchweek 32,Sun,Away,L,1.0,2.0,Roma,0.6,1.6,34.0,,Franck Ribéry,3-5-2,Manuel Volpi,Match Report,,Salernitana
32,2022-04-16,14:30,Serie A,Matchweek 33,Sat,Away,W,2.0,1.0,Sampdoria,0.3,0.8,33.0,,Milan Đurić,3-5-2,Paolo Valeri,Match Report,,Salernitana
33,2022-04-20,18:45,Serie A,Matchweek 19,Wed,Away,W,1.0,0.0,Udinese,0.9,0.5,46.0,,Franck Ribéry,3-5-2,Simone Sozza,Match Report,,Salernitana
34,2022-04-24,12:30,Serie A,Matchweek 34,Sun,Home,,,,Fiorentina,,,,,,,,Head-to-Head,,Salernitana
35,2022-04-27,18:00,Serie A,Matchweek 20,Wed,Home,,,,Venezia,,,,,,,,Head-to-Head,,Salernitana
36,2022-05-01,,Serie A,Matchweek 35,Sun,Away,,,,Atalanta,,,,,,,,Head-to-Head,,Salernitana
37,2022-05-08,,Serie A,Matchweek 36,Sun,Home,,,,Cagliari,,,,,,,,Head-to-Head,,Salernitana
38,2022-05-15,,Serie A,Matchweek 37,Sun,Away,,,,Empoli,,,,,,,,Head-to-Head,,Salernitana
39,2022-05-22,,Serie A,Matchweek 38,Sun,Home,,,,Udinese,,,,,,,,Head-to-Head,,Salernitana
1,2021-08-21,18:30,Serie A,Matchweek 1,Sat,Away,L,0.0,4.0,Inter,1.0,1.5,41.0,27402.0,Domenico Criscito,3-4-1-2,Valerio Marini,Match Report,,Genoa
2,2021-08-29,18:30,Serie A,Matchweek 2,Sun,Home,L,1.0,2.0,Napoli,0.6,1.1,39.0,20000.0,Domenico Criscito,3-5-2,Marco Di Bello,Match Report,,Genoa
3,2021-09-12,15:00,Serie A,Matchweek 3,Sun,Away,W,3.0,2.0,Cagliari,1.1,1.4,47.0,6423.0,Domenico Criscito,3-5-2,Luca Pairetto,Match Report,,Genoa
4,2021-09-18,15:00,Serie A,Matchweek 4,Sat,Home,L,1.0,2.0,Fiorentina,1.0,0.9,37.0,6269.0,Domenico Criscito,4-2-3-1,Livio Marinelli,Match Report,,Genoa
5,2021-09-21,18:30,Serie A,Matchweek 5,Tue,Away,D,2.0,2.0,Bologna,1.5,2.0,41.0,9707.0,Domenico Criscito,4-2-3-1,Francesco Fourneau,Match Report,,Genoa
6,2021-09-25,20:45,Serie A,Matchweek 6,Sat,Home,D,3.0,3.0,Hellas Verona,1.6,2.2,49.0,13478.0,Domenico Criscito,4-2-3-1,Daniele Doveri,Match Report,,Genoa
7,2021-10-02,15:00,Serie A,Matchweek 7,Sat,Away,L,0.0,1.0,Salernitana,1.9,0.5,50.0,10077.0,Domenico Criscito,3-5-2,Maurizio Mariani,Match Report,,Genoa
8,2021-10-17,15:00,Serie A,Matchweek 8,Sun,Home,D,2.0,2.0,Sassuolo,1.3,2.0,43.0,10370.0,Domenico Criscito,3-5-2,Daniele Chiffi,Match Report,,Genoa
9,2021-10-22,18:30,Serie A,Matchweek 9,Fri,Away,L,2.0,3.0,Torino,1.8,1.5,42.0,9881.0,Domenico Criscito,4-4-1-1,Piero Giacomelli,Match Report,,Genoa
10,2021-10-26,18:30,Serie A,Matchweek 10,Tue,Away,D,1.0,1.0,Spezia,1.2,2.0,53.0,7283.0,Domenico Criscito,4-1-4-1,Simone Sozza,Match Report,,Genoa
11,2021-10-31,15:00,Serie A,Matchweek 11,Sun,Home,D,0.0,0.0,Venezia,0.9,0.6,62.0,7920.0,Domenico Criscito,4-4-2◆,Maurizio Mariani,Match Report,,Genoa
12,2021-11-05,20:45,Serie A,Matchweek 12,Fri,Away,D,2.0,2.0,Empoli,1.7,0.8,47.0,5631.0,Domenico Criscito,3-4-1-2,Luca Pairetto,Match Report,,Genoa
13,2021-11-21,20:45,Serie A,Matchweek 13,Sun,Home,L,0.0,2.0,Roma,0.2,1.8,41.0,14667.0,Goran Pandev,3-5-2,Massimiliano Irrati,Match Report,,Genoa
14,2021-11-28,12:30,Serie A,Matchweek 14,Sun,Away,D,0.0,0.0,Udinese,0.7,1.1,57.0,11537.0,Stefano Sturaro,3-5-2,Francesco Meraviglia,Match Report,,Genoa
15,2021-12-01,20:45,Serie A,Matchweek 15,Wed,Home,L,0.0,3.0,Milan,0.5,1.0,42.0,14000.0,Stefano Sturaro,3-5-2,Juan Sacchi,Match Report,,Genoa
16,2021-12-05,20:45,Serie A,Matchweek 16,Sun,Away,L,0.0,2.0,Juventus,0.0,2.5,30.0,18458.0,Valon Behrami,3-5-2,Daniele Chiffi,Match Report,,Genoa
17,2021-12-10,20:45,Serie A,Matchweek 17,Fri,Home,L,1.0,3.0,Sampdoria,1.0,1.4,54.0,,Domenico Criscito,3-5-2,Daniele Doveri,Match Report,,Genoa
19,2021-12-17,18:30,Serie A,Matchweek 18,Fri,Away,L,1.0,3.0,Lazio,0.2,1.5,45.0,6000.0,Domenico Criscito,3-5-2,Luca Pairetto,Match Report,,Genoa
20,2021-12-21,20:45,Serie A,Matchweek 19,Tue,Home,D,0.0,0.0,Atalanta,0.0,1.2,33.0,6000.0,Domenico Criscito,3-5-2,Paolo Valeri,Match Report,,Genoa
21,2022-01-06,16:30,Serie A,Matchweek 20,Thu,Away,D,1.0,1.0,Sassuolo,0.2,2.0,26.0,4696.0,Mattia Destro,3-5-2,Gianluca Manganiello,Match Report,,Genoa
22,2022-01-09,18:30,Serie A,Matchweek 21,Sun,Home,L,0.0,1.0,Spezia,1.0,1.5,54.0,8000.0,Stefano Sturaro,3-5-2,Marco Guida,Match Report,,Genoa
24,2022-01-17,20:45,Serie A,Matchweek 22,Mon,Away,L,0.0,6.0,Fiorentina,0.2,3.1,27.0,5000.0,Stefano Sturaro,4-4-2◆,Fabio Maresca,Match Report,,Genoa
25,2022-01-22,15:00,Serie A,Matchweek 23,Sat,Home,D,0.0,0.0,Udinese,0.9,0.1,52.0,5000.0,Stefano Sturaro,4-3-3,Daniele Doveri,Match Report,,Genoa
26,2022-02-05,15:00,Serie A,Matchweek 24,Sat,Away,D,0.0,0.0,Roma,0.5,1.4,38.0,29863.0,Stefano Sturaro,4-2-3-1,Rosario Abisso,Match Report,,Genoa
27,2022-02-13,15:00,Serie A,Matchweek 25,Sun,Home,D,1.0,1.0,Salernitana,2.2,0.8,49.0,13742.0,Stefano Sturaro,4-2-3-1,Marco Di Bello,Match Report,,Genoa
28,2022-02-20,15:00,Serie A,Matchweek 26,Sun,Away,D,1.0,1.0,Venezia,1.2,1.0,53.0,7566.0,Stefano Sturaro,4-4-2◆,Daniele Orsato,Match Report,,Genoa
29,2022-02-25,21:00,Serie A,Matchweek 27,Fri,Home,D,0.0,0.0,Inter,0.8,1.5,29.0,14314.0,Stefano Sturaro,4-2-3-1,Daniele Chiffi,Match Report,,Genoa
30,2022-03-06,12:30,Serie A,Matchweek 28,Sun,Home,D,0.0,0.0,Empoli,1.1,0.3,52.0,14935.0,Stefano Sturaro,4-2-3-1,Gianluca Aureliano,Match Report,,Genoa
31,2022-03-13,18:00,Serie A,Matchweek 29,Sun,Away,D,0.0,0.0,Atalanta,1.0,1.2,41.0,9140.0,Milan Badelj,4-2-3-1,Rosario Abisso,Match Report,,Genoa
32,2022-03-18,21:00,Serie A,Matchweek 30,Fri,Home,W,1.0,0.0,Torino,1.0,1.0,26.0,14961.0,Stefano Sturaro,4-2-3-1,Maurizio Mariani,Match Report,,Genoa
33,2022-04-04,18:30,Serie A,Matchweek 31,Mon,Away,L,0.0,1.0,Hellas Verona,0.5,1.1,54.0,,Stefano Sturaro,4-2-3-1,Francesco Fourneau,Match Report,,Genoa
34,2022-04-10,12:30,Serie A,Matchweek 32,Sun,Home,L,1.0,4.0,Lazio,0.8,1.6,44.0,,Milan Badelj,4-2-3-1,Gianluca Manganiello,Match Report,,Genoa
35,2022-04-15,21:00,Serie A,Matchweek 33,Fri,Away,L,0.0,2.0,Milan,0.3,1.6,42.0,70259.0,Milan Badelj,4-3-2-1,Daniele Chiffi,Match Report,,Genoa
36,2022-04-24,18:00,Serie A,Matchweek 34,Sun,Home,,,,Cagliari,,,,,,,,Head-to-Head,,Genoa
37,2022-05-01,,Serie A,Matchweek 35,Sun,Away,,,,Sampdoria,,,,,,,,Head-to-Head,,Genoa
38,2022-05-08,,Serie A,Matchweek 36,Sun,Home,,,,Juventus,,,,,,,,Head-to-Head,,Genoa
39,2022-05-15,,Serie A,Matchweek 37,Sun,Away,,,,Napoli,,,,,,,,Head-to-Head,,Genoa
40,2022-05-22,,Serie A,Matchweek 38,Sun,Home,,,,Bologna,,,,,,,,Head-to-Head,,Genoa
1,2021-08-22,20:45,Serie A,Matchweek 1,Sun,Away,L,0,2,Napoli,0.5,2.3,44.0,20000.0,Cristian Molinaro,4-3-3,Gianluca Aureliano,Match Report,,Venezia
2,2021-08-27,18:30,Serie A,Matchweek 2,Fri,Away,L,0,3,Udinese,1.0,2.7,55.0,8274.0,Pietro Ceccaroni,4-3-3,Livio Marinelli,Match Report,,Venezia
3,2021-09-11,15:00,Serie A,Matchweek 3,Sat,Away,W,2,1,Empoli,1.7,1.9,31.0,2511.0,Pietro Ceccaroni,4-3-3,Antonio Rapuano,Match Report,,Venezia
4,2021-09-19,15:00,Serie A,Matchweek 4,Sun,Home,L,1,2,Spezia,0.9,0.5,45.0,3688.0,Cristian Molinaro,4-4-2,Rosario Abisso,Match Report,,Venezia
5,2021-09-22,20:45,Serie A,Matchweek 5,Wed,Away,L,0,2,Milan,0.7,1.7,33.0,26185.0,Cristian Molinaro,4-3-3,Ivan Pezzuto,Match Report,,Venezia
6,2021-09-27,20:45,Serie A,Matchweek 6,Mon,Home,D,1,1,Torino,1.3,0.7,44.0,4888.0,Pietro Ceccaroni,4-4-2,Lorenzo Maggioni,Match Report,,Venezia
7,2021-10-01,20:45,Serie A,Matchweek 7,Fri,Away,D,1,1,Cagliari,1.1,0.4,58.0,8135.0,Pietro Ceccaroni,4-4-2,Manuel Volpi,Match Report,,Venezia
8,2021-10-18,20:45,Serie A,Matchweek 8,Mon,Home,W,1,0,Fiorentina,1.0,0.5,39.0,8043.0,Pietro Ceccaroni,4-3-2-1,Luca Massimi,Match Report,,Venezia
9,2021-10-23,18:00,Serie A,Matchweek 9,Sat,Away,L,1,3,Sassuolo,0.5,2.0,37.0,4482.0,Pietro Ceccaroni,4-4-2,Antonio Di Martino,Match Report,,Venezia
10,2021-10-26,18:30,Serie A,Matchweek 10,Tue,Home,L,1,2,Salernitana,0.5,1.3,45.0,5103.0,Cristian Molinaro,4-4-2,Marco Di Bello,Match Report,,Venezia
11,2021-10-31,15:00,Serie A,Matchweek 11,Sun,Away,D,0,0,Genoa,0.6,0.9,38.0,7920.0,Pietro Ceccaroni,4-3-3,Maurizio Mariani,Match Report,,Venezia
12,2021-11-07,12:30,Serie A,Matchweek 12,Sun,Home,W,3,2,Roma,2.5,3.5,39.0,8263.0,Pietro Ceccaroni,4-3-3,Gianluca Aureliano,Match Report,,Venezia
13,2021-11-21,15:00,Serie A,Matchweek 13,Sun,Away,W,1,0,Bologna,1.0,1.4,33.0,15255.0,Pietro Ceccaroni,4-4-2◆,Daniele Chiffi,Match Report,,Venezia
14,2021-11-27,20:45,Serie A,Matchweek 14,Sat,Home,L,0,2,Inter,0.1,2.7,44.0,8303.0,Pietro Ceccaroni,4-3-2-1,Livio Marinelli,Match Report,,Venezia
15,2021-11-30,18:30,Serie A,Matchweek 15,Tue,Away,L,0,4,Atalanta,0.7,2.7,42.0,8667.0,Pietro Ceccaroni,4-4-2◆,Alberto Santoro,Match Report,,Venezia
16,2021-12-05,15:00,Serie A,Matchweek 16,Sun,Home,L,3,4,Hellas Verona,1.8,1.9,44.0,7608.0,Cristian Molinaro,4-3-3,Alessandro Prontera,Match Report,,Venezia
17,2021-12-11,18:00,Serie A,Matchweek 17,Sat,Home,D,1,1,Juventus,0.4,1.6,40.0,8350.0,Marco Modolo,4-4-2◆,Paolo Valeri,Match Report,,Venezia
19,2021-12-19,18:00,Serie A,Matchweek 18,Sun,Away,D,1,1,Sampdoria,1.4,1.4,50.0,5735.0,Pietro Ceccaroni,4-3-3,Rosario Abisso,Match Report,,Venezia
20,2021-12-22,16:30,Serie A,Matchweek 19,Wed,Home,L,1,3,Lazio,1.0,0.8,47.0,7894.0,Pietro Ceccaroni,4-3-2-1,Fabio Maresca,Match Report,,Venezia
21,2022-01-09,12:30,Serie A,Matchweek 21,Sun,Home,L,0,3,Milan,0.4,2.8,38.0,5000.0,Pietro Ceccaroni,4-3-2-1,Massimiliano Irrati,Match Report,,Venezia
23,2022-01-16,15:00,Serie A,Matchweek 22,Sun,Home,D,1,1,Empoli,1.1,1.6,50.0,3805.0,Cristian Molinaro,4-3-2-1,Piero Giacomelli,Match Report,,Venezia
24,2022-01-22,18:00,Serie A,Matchweek 23,Sat,Away,L,1,2,Inter,0.3,2.9,29.0,5000.0,Marco Modolo,3-5-2,Matteo Marchetti,Match Report,,Venezia
25,2022-02-06,15:00,Serie A,Matchweek 24,Sun,Home,L,0,2,Napoli,0.4,1.6,34.0,5554.0,Pietro Ceccaroni,4-3-3,Maurizio Mariani,Match Report,,Venezia
26,2022-02-12,20:45,Serie A,Matchweek 25,Sat,Away,W,2,1,Torino,0.4,0.7,33.0,6681.0,Luca Lezzerini,4-4-2◆,Antonio Giua,Match Report,,Venezia
27,2022-02-20,15:00,Serie A,Matchweek 26,Sun,Home,D,1,1,Genoa,1.0,1.2,47.0,7566.0,Pietro Ceccaroni,3-4-3,Daniele Orsato,Match Report,,Venezia
28,2022-02-27,15:05,Serie A,Matchweek 27,Sun,Away,L,1,3,Hellas Verona,0.9,2.3,43.0,14298.0,Pietro Ceccaroni,3-4-1-2,Juan Sacchi,Match Report,,Venezia
29,2022-03-06,15:00,Serie A,Matchweek 28,Sun,Home,L,1,4,Sassuolo,2.5,3.5,45.0,5732.0,Pietro Ceccaroni,4-4-2◆,Luca Pairetto,Match Report,,Venezia
30,2022-03-14,20:45,Serie A,Matchweek 29,Mon,Away,L,0,1,Lazio,0.3,1.4,34.0,18000.0,Marco Modolo,4-3-2-1,Gianluca Manganiello,Match Report,,Venezia
31,2022-03-20,12:30,Serie A,Matchweek 30,Sun,Home,L,0,2,Sampdoria,1.2,1.6,47.0,7591.0,Pietro Ceccaroni,4-2-3-1,Daniele Orsato,Match Report,,Venezia
32,2022-04-02,15:00,Serie A,Matchweek 31,Sat,Away,L,0,1,Spezia,1.0,1.2,47.0,,Pietro Ceccaroni,4-3-3,Daniele Doveri,Match Report,,Venezia
33,2022-04-10,15:00,Serie A,Matchweek 32,Sun,Home,L,1,2,Udinese,1.3,2.3,52.0,,Marco Modolo,4-3-2-1,Marco Guida,Match Report,,Venezia
34,2022-04-16,16:30,Serie A,Matchweek 33,Sat,Away,L,0,1,Fiorentina,0.1,2.6,31.0,,Pietro Ceccaroni,4-3-3,Rosario Abisso,Match Report,,Venezia
35,2022-04-23,15:00,Serie A,Matchweek 34,Sat,Home,L,1,3,Atalanta,,,40.0,,Pietro Ceccaroni,4-3-3,Francesco Fourneau,Match Report,,Venezia
36,2022-04-27,18:00,Serie A,Matchweek 20,Wed,Away,,,,Salernitana,,,,,,,,Head-to-Head,,Venezia
37,2022-05-01,,Serie A,Matchweek 35,Sun,Away,,,,Juventus,,,,,,,,Head-to-Head,,Venezia
38,2022-05-08,,Serie A,Matchweek 36,Sun,Home,,,,Bologna,,,,,,,,Head-to-Head,,Venezia
39,2022-05-15,,Serie A,Matchweek 37,Sun,Away,,,,Roma,,,,,,,,Head-to-Head,,Venezia
40,2022-05-22,,Serie A,Matchweek 38,Sun,Home,,,,Cagliari,,,,,,,,Head-to-Head,,Venezia
